"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"BX.TRF.PWKR.CD","私人转移，接收（国际收支平衡，现价美元）","劳工汇款是指在非原籍经济体中工作超过一年或计划工作超过一年、且被视为该经济体居民的移民的经常性转移。部分发展中国家将劳工汇款列为要素收入（进而将其作为国民总收入（GNI）的组成要素）。世界银行在定义国民总收入（GNI）时严格遵守相应的国际指导方针，因此其对于劳工汇款的分类或许与部分国家有所不同。该项目属于申报国的收入项。数据按现价美元计。","国际货币基金组织的《国际收支统计年鉴》和数据文件。",
"BX.TRF.PWKR.CD.DT","私人转移和雇员报酬，收讫（现价美元，单位：百万美元）","私人转移包括居民家庭与非居民家庭之间以现金或实物方式进行的一切经常性转移。因此，私人转移包括居民与非居民个体之间进行的所有经常性转移。雇员报酬是指雇员在国外或本国受雇于非本国经济体取得的境外收入、季节性收入或其它短期收入。相关数据为《IMF国际收支平衡手册》第六版中确定的两项内容之和：私人转移和雇员报酬。数据所用货币为现价美元。","该结果由世界银行工作人员根据国际货币基金组织（IMF）的贸易差额数据估算得出。",
"BX.TRF.PWKR.DT.GD.ZS","已收劳工汇款和职工报酬（占国内生产总值（GDP）比例）","劳工汇款和职工报酬包括流动工人创造的经常转移以及非本地工作人员挣得的工资和薪水。该数据为国际货币基金组织（IMF）《国际收支手册》第五版所定义的以下三类项目的数据总和：劳工汇款、职工报酬和移民转移。在此，汇款是指在侨居国居住时间超过一年的流动工人（无论其移民身份如何）与其原籍国收款人私人之间的经常转移。移民转移被定义为希望在侨居国居住超过一年的移民在从一国移居至另外一国时实现的净价值。职工报酬是指在侨居国居住不足一年的流动工人收入。","该结果由世界银行工作人员根据国际货币基金组织（IMF）的贸易差额数据以及世界银行和经济合作与发展组织（OECD）的国内生产总值（GDP）数据估算得出。",
"CM.MKT.INDX.ZG","S&P全球股票指数（年变化率）","S&P全球股票指数衡量股市中的美元价格变化，其中包括S&P/IFCI和S&P/Frontier BMI国家指数。","《标准普尔全球股票市场手册》和补充S&P数据。",
"CM.MKT.LCAP.CD","上市公司的市场资本总额（现价美元）","市场资本总额（也称作市场价值）是股票价格乘以已发行股票的数量。国内上市公司是指截至年末在国内注册成立的公司在该国股票交易所挂牌的数量。上市公司不包括投资公司、共同基金、或其他集体投资工具。数据按现价美元计。","世界联合会的交流数据库",
"CM.MKT.LCAP.GD.ZS","上市公司的市场资本总额（占GDP的百分比）","市场资本总额（也称作市场价值）是股票价格乘以已发行股票的数量。国内上市公司是指截至年末在国内注册成立的公司在该国股票交易所挂牌的数量。上市公司不包括投资公司、共同基金、或其他集体投资工具。","世界联合会的交流数据库",
"CM.MKT.LDOM.NO","国内上市公司，总数","国内上市公司是指截至年末在国内注册成立的公司在该国股票交易所挂牌的数量。此项指标不包括投资公司、共同基金或其他集体投资工具。","世界联合会的交流数据库",
"CM.MKT.TRAD.CD","股票交易总额（按现值美元计）","股票交易额指一定时期内股票交易总额。","世界联合会的交流数据库",
"CM.MKT.TRAD.GD.ZS","股票交易总额（占国民生产总值（GDP）的比例）","股票交易额指一定时期内股票交易总额。该指数可体现出市场规模是否与交易规模相匹配，从而对“市场资本化比率”这一指标进行补充。","世界联合会的交流数据库",
"CM.MKT.TRNR","股票交易周转率 (%)","周转率指一定时期内股票交易总额除以该时期上市公司平均市值的结果。平均市值是当前时期期末市值与上个周期期末市值的平均值。","世界联合会的交流数据库",
"DC.DAC.AUSL.CD","来自发展援助委员会（DAC）捐助国的净双边援助流动，澳大利亚（现价美元）","来自发展援助委员会（DAC）捐助国的净双边援助流动是来自DAC成员国的官方发展援助（ODA）或官方援助的支付净额。净支付是赠款和贷款的支付总额减去偿还以往贷款的本金。官方发展援助（ODA）包括以优惠条件提供的贷款（至少具有20%的捐赠成分，以10%的贴现率计算）和旨在促进列入DAC的ODA受援名单中的国家和领地的经济发展和福祉的赠款。官方援助指的是官方捐助者为列入DAC的受援国名单中第二部分的国家和领地提供的援助流量，即较先进的中东欧国家、前苏联国家、以及某些的先进的发展中国家和领地。官方援助的提供条款和条件与ODA类似。DAC名单的第二部分于2005年废除。有关第二部分国家的官方援助和其他资源流量的数据采集止于2004年的数据。DAC成员有澳大利亚、奥地利、比利时、加拿大、捷克共和国、丹麦、芬兰、法国、德国、希腊、冰岛、爱尔兰、意大利、日本、卢森堡、荷兰、新西兰、挪威、葡萄牙、西班牙、瑞典、瑞士、英国、美国、以及欧盟委员会。地区总额包括未在其他地方特别说明的经济体的数据。全世界和收入组的总额包括国家或地区未按配的援助。数据按现价美元计。","经济发展与合作组织的发展援助委员会，《发展中国家的金融流动的地理分布》、《发展合作报告》、以及《国际发展统计》数据库。数据可以在线获取：www.oecd.org/dac/stats/idsonline",
"DC.DAC.AUTL.CD","来自DAC捐助国的双边援助净流量，澳大利亚（现价美元）","来自发展援助委员会（DAC）捐助国的净双边援助流动是来自DAC成员国的官方发展援助（ODA）或官方援助的支付净额。净支付是赠款和贷款的支付总额减去偿还以往贷款的本金。官方发展援助（ODA）包括以优惠条件提供的贷款（至少具有20%的捐赠成分，以10%的贴现率计算）和旨在促进列入DAC的ODA受援名单中的国家和领地的经济发展和福祉的赠款。官方援助指的是官方捐助者为列入DAC的受援国名单中第二部分的国家和领地提供的援助流量，即较先进的中东欧国家、前苏联国家、以及某些的先进的发展中国家和领地。官方援助的提供条款和条件与ODA类似。DAC名单的第二部分于2005年废除。有关第二部分国家的官方援助和其他资源流量的数据采集止于2004年的数据。DAC成员有澳大利亚、奥地利、比利时、加拿大、捷克共和国、丹麦、芬兰、法国、德国、希腊、冰岛、爱尔兰、意大利、日本、卢森堡、荷兰、新西兰、挪威、葡萄牙、西班牙、瑞典、瑞士、英国、美国、以及欧盟委员会。地区总额包括未在其他地方特别说明的经济体的数据。全世界和收入组的总额包括国家或地区未按配的援助。数据按现价美元计。","经济发展与合作组织的发展援助委员会，《发展中国家的金融流动的地理分布》、《发展合作报告》、以及《国际发展统计》数据库。数据可以在线获取：www.oecd.org/dac/stats/idsonline",
"DC.DAC.BELL.CD","来自DAC捐助国的双边援助净流量，比利时（现价美元）","来自发展援助委员会（DAC）捐助国的净双边援助流动是来自DAC成员国的官方发展援助（ODA）或官方援助的支付净额。净支付是赠款和贷款的支付总额减去偿还以往贷款的本金。官方发展援助（ODA）包括以优惠条件提供的贷款（至少具有20%的捐赠成分，以10%的贴现率计算）和旨在促进列入DAC的ODA受援名单中的国家和领地的经济发展和福祉的赠款。官方援助指的是官方捐助者为列入DAC的受援国名单中第二部分的国家和领地提供的援助流量，即较先进的中东欧国家、前苏联国家、以及某些的先进的发展中国家和领地。官方援助的提供条款和条件与ODA类似。DAC名单的第二部分于2005年废除。有关第二部分国家的官方援助和其他资源流量的数据采集止于2004年的数据。DAC成员有澳大利亚、奥地利、比利时、加拿大、捷克共和国、丹麦、芬兰、法国、德国、希腊、冰岛、爱尔兰、意大利、日本、卢森堡、荷兰、新西兰、挪威、葡萄牙、西班牙、瑞典、瑞士、英国、美国、以及欧盟委员会。地区总额包括未在其他地方特别说明的经济体的数据。全世界和收入组的总额包括国家或地区未按配的援助。数据按现价美元计。","经济发展与合作组织的发展援助委员会，《发展中国家的金融流动的地理分布》、《发展合作报告》、以及《国际发展统计》数据库。数据可以在线获取：www.oecd.org/dac/stats/idsonline",
